,categorical_accuracy,loss,lr,val_categorical_accuracy,val_loss
0,0.9249711427242768,0.24523196056293106,9.999999747378752e-05,0.9289596273291926,0.22315614209770693
1,0.9267987687572143,0.2520854774319286,9.999999747378752e-05,0.9289596273291926,0.21800353916026421
2,0.9245863793996171,0.2483131310452104,9.999999747378752e-05,0.9285714285714286,0.21724381478451285
3,0.9314159292035398,0.23872354957043965,9.999999747378752e-05,0.9309006211180124,0.21420664806352777
4,0.9271835321277414,0.24444385203301747,9.999999747378752e-05,0.9293478260869565,0.2194978159430049
5,0.9276644863409004,0.23760432967569975,9.999999747378752e-05,0.9293478260869565,0.22064190989313937
6,0.9294921123738379,0.23757652822407496,2.9999999242136255e-05,0.9293478260869565,0.22124979614644594
7,0.9317045017085015,0.22759275307657398,2.9999999242136255e-05,0.9293478260869565,0.21924005937907173
8,0.9265101962522526,0.24794927318395904,8.999999408842996e-06,0.9281832298136646,0.21689059755545087
9,0.9289149673180472,0.23678497066947074,8.999999408842996e-06,0.9293478260869565,0.21412111159489253
